Element ID,Object ID,Object Metadata ID,Metadata Column,Metadata Value,Table Name,Field Name,Description,Enum Class,UOM,Question Order,SES Class,SES_Alt1,SES_Alt2,SES_Alt3
631,6,,,,ASSOC,AWRITRULE,"If G1 is yes, what rule must be used if users can change the statement?",88,,G1e,GS7,I3,,
632,6,,,,ASSOC,AWRITCHNG,"If G1 is yes, has the statement of mission and objectives ever changed?",4,,G1f,GS7,O1,,
633,6,,,,ASSOC,ASUE,Is the association a corporate body in the sense of being able to sue or be sued?,4,,G2,GS2,,,
634,6,,,,ASSOC,AINITCONFL,Do internal conflicts exist within the association?,4,,H1,I4,,,
635,6,,,,ASSOC,ACONFMECH,Are any mechanisms available for resolving internal conflicts?,4,,H1a,I4,I3,,
636,6,,,,ASSOC,ACONFLRES,How do internal conflicts in the association get resolved?,,,H1b,I4,I3,,
637,6,,,,ASSOC,ASELPROB,Have there ever been any problems in selecting officials?,89,,H2,U5,I3,,
638,6,,,,ASSOC,AENFRULES_,How are the rules created by the association enforced?,90,,H3,GS8,,,
639,,,638,Other (describe),ASSOC,AENFOTH,Other ways,,,H3,,,,
640,6,,,,ASSOC,ARELATE,How does this org perceive itself relating to other forest-governing structures?,91,,H4,GS3,,,
641,6,,,,ASSOC,ARELATDESC,Please describe how this organization perceives itself relating to other forest-governing structures,,,H4a,GS3,,,
642,6,,,,ASSOC,AWORSEOFF,Have any individuals of the association been disadvantaged?,4,,I1,O1,,,
643,6,,,,ASSOC,AWORSEDESC,"If yes, please describe how they have been disadvantaged",,,I1a,O1,,,
644,6,,,,ASSOC,ACUTOUT,Have the worse-off individuals been cut out of their benefits or harmed?,4,,I2,O1,,,
645,6,,,,ASSOC,ACUTDESC,"If yes, please describe how worse-off individuals been cut out of their benefits or harmed",,,I2a,O1,,,
646,6,,,,ASSOC,ADISTANCE,Has the disparity between the worse-off and better off individuals changed?,4,,I3,O1,,,
647,6,,,,ASSOC,ADISTDESC,"If yes, please describe how the disparity between the worse-off and better off individuals changed",,,I3a,O1,,,
661,,7,,,FOREST,FNAME,Forest Name,,,TOP,,,,
662,,7,,,USERGRP,UNAME,User Group Name,,,TOP,,,,
663,7,,,,GRPTOFOR,GDISTANCE,How far do individuals live from the forest,92,,A1,U4,,,
664,7,,,,GRPTOFOR,GTREES,Trees related forest products or benefits that the user group harvests or obtains from the forest,93,,A2,U3,I1,,
665,7,,,,GRPTOFOR,GBUSHES,Bushes related forest products or benefits that the user group harvests or obtains from the forest,93,,A2,U3,I1,,
666,7,,,,GRPTOFOR,GGRASSES,Grasses related forest products or benefits that the user group harvests or obtains from the forest,93,,A2,U3,I1,,
667,7,,,,GRPTOFOR,GLGROUND,Leaves on ground related forest products or benefits that the user group harvests or obtains from the forest,93,,A2,U3,I1,,
668,7,,,,GRPTOFOR,GLCLIMB,Leaves climbing related forest products or benefits that the user group harvests or obtains from the forest,93,,A2,U3,I1,,
669,7,,,,GRPTOFOR,GSSM,"Soils, stones, or minerals related forest products or benefits that the user group harvests or obtains from the forest",93,,A2,U3,I1,,
670,7,,,,GRPTOFOR,GWATER,Water related forest products or benefits that the user group harvests or obtains from the forest,93,,A2,U3,I1,,
671,7,,,,GRPTOFOR,GFUNGI,Fungi related forest products or benefits that the user group harvests or obtains from the forest,93,,A2,U3,I1,,
672,7,,,,GRPTOFOR,GWILDLIFE,Wildlife related forest products or benefits that the user group harvests or obtains from the forest,93,,A2,U3,I1,,
673,7,,,,GRPTOFOR,GOTHER,Other forest products or benefits that the user group harvests or obtains from the forest,93,,A2,U3,I1,,
674,7,,,,GRPTOFOR,GBENEFITS,"For this group, what other benefits does this forest provide",,,A4,U3,U8,,
675,7,,,,GRPTOFOR,GREGULATE,Regulate forest usage by harvesting from other forests,11,,A5,O3,I1,,
676,,,675,Yes,GRPTOFOR,GOTHFOREST_,"If yes, what types of forests have been used",94,,A5a,,,,
677,,,675,Yes,GRPTOFOR,GOTHPRODS,"If yes, for which products",,,A5b,,,,
678,7,,,,GRPTOFOR,GOTHUG,Other user groups harvest from this forest,11,,A6,I1,,,
679,7,,,,GRPTOFOR,GOTHRIGHTS,Other groups have legal rights to harvest from this forest,95,,A6a,I1,GS4,,
680,7,,,,GRPTOFOR,GOTHUGDESC,Describe harvest of products by others without legal rights,,,A6a2,I1,GS4,,
681,7,,,,GRPTOFOR,GINTERACT,Describe interaction with other groups using forest,,,A7,I1,,,
682,7,,,,GRPTOFOR,GFODDER,What percentage of the user group's needs for fodder does this forest supply,,,A8,U8,,,
683,7,,,,GRPTOFOR,GFUELWOOD,What percentage of the user group's needs for fuelwood does this forest supply,,,A8,U8,,,
684,7,,,,GRPTOFOR,GTIMBER,What percentage of the user group's needs for timber does this forest supply,,,A8,U8,,,
685,7,,,,GRPTOFOR,GBIOMASS,What percentage of the user group's needs for biomass does this forest supply,,,A8,U8,,,
686,7,,,,GRPTOFOR,GFOOD,What percentage of the user group's needs for food does this forest supply,,,A8,U8,,,
687,7,,,,GRPTOFOR,GNEEDOTH,What percentage of the user group's needs for other resources  does this forest supply,,,A8,U8,,,
688,,,687,,GRPTOFOR,GDESCOTH,Describe other user group needs met,,,A8,,,,
689,7,,,,GRPTOFOR,GCONDITION,How do individuals rank the condition of the forest,30,,A9,O2,RS5,,
690,7,,,,GRPTOFOR,GCONSERVE,How do individuals feel about conservation efforts in the forest,96,,A10,O2,GS5,,
691,7,,,,GRPTOFOR,GPROBLEMS,Describe the group's estimate of serious problems,,,A11,O2,,,
692,7,,,,GRPTOFOR,GOPPORTS,Describe the group's estimate of greatest opportunities,,,A12,O2,,,
693,7,,,,GRPTOFOR,GHISTCHNG,Major changes since last visit,,,B0,U3,O2,,
694,7,,,,GRPTOFOR,GINDSUBSIS,Number of individuals who depend on forest for subsistence,,,C1,U8,,,
695,7,,,,GRPTOFOR,GINDCOMM,Number of individuals that depend on forest for commercial income,,,C2,U8,,,
696,7,,,,GRPTOFOR,GHHSUBSIS,Number of households that depend on forest for subsistence,,,C3,U8,,,
697,7,,,,GRPTOFOR,GHHCOMM,Number of households that depend on forest for commercial income,,,C4,U8,,,
698,7,,,,GRPTOFOR,GCOMMDESC,Describe commercial activities of both individuals and households,,,C4a,U3,,,
699,7,,,,GRPTOFOR,GINDANGRAZ,Number of individuals who graze their animals in forest,,,D1,RU3,U8,,
700,7,,,,GRPTOFOR,GANFEEDIN,Do users prefer to feed animals inside forest?,4,,D2,RU3,U8,,
701,,,700,,GRPTOFOR,GANFEEDINY,Reason why users prefer to feed or not feedd animals inside forest,,,D2a,,,,
702,7,,,,GRPTOFOR,GPLANTSEED,Frequency of planting seeds by the user group,97,,E1,I5,,,
703,7,,,,GRPTOFOR,GPLANTTREE,Frequency of planting trees by the user group,97,,E1,I5,,,
704,7,,,,GRPTOFOR,GPLANTBUSH,Frequency of planting bushes by the user group,97,,E1,I5,,,
705,7,,,,GRPTOFOR,GFENCE,Frequency of building fences by the user group,97,,E1,I5,,,
706,7,,,,GRPTOFOR,GCLEAR,Frequency of clearing undergrowth by the user group,97,,E1,I5,,,
707,7,,,,GRPTOFOR,GRMENCROA,Removed encroachments,4,,E2,I5,O2,,
708,7,,,,GRPTOFOR,GNURSERY,Created nursery to distribute seedlings,4,,E2,I5,O2,,
709,7,,,,GRPTOFOR,GRMLEAF,Removed leaf or needle litter from forest floor,4,,E2,I5,O2,,
710,7,,,,GRPTOFOR,GGETHELP,Sought help to improve vegetation growth,4,,E2,I6,,,
711,7,,,,GRPTOFOR,GREDHARVST,Reduced harvesting levels for medicinal plants,4,,E2,I1,O2,,
712,7,,,,GRPTOFOR,GACTDESC,If yes for any above describe,,,E2,I5,O2,,
713,7,,,,GRPTOFOR,GBEE,Adopted improved bee keeping techniques,4,,E3,U9,,,
714,7,,,,GRPTOFOR,GALTERMIX,Planted seedlings that altered species mix,4,,E3,U9,,,
715,7,,,,GRPTOFOR,GIMPVTECH,Other technology to improve forest productivity,4,,E3,U9,O2,,
716,7,,,,GRPTOFOR,GOTHMETH,"Other methods to protect, maintain or improve forest resources",4,,E3,O2,,,
717,7,,,,GRPTOFOR,GNEWDESC,"If yes for new technologies that improve the productivity of this forest, describe",,,E3,U9,,,
718,7,,,,GRPTOFOR,GOWNFOREST,Does user group include the owner of forest (if privately owned),11,,F1,GS4,U5,,
719,7,,,,GRPTOFOR,GMAKERULE,Are some individuals responsible for making rules about forest,11,,F2,U5,GS5,,
720,7,,,,GRPTOFOR,GNORULE,Do some individuals not participate in rule-making,11,,F3,O1,I3,,
721,7,,,,GRPTOFOR,GNORULDESC,Describe individuals who do not make rules,,,F3a,O1,,,
722,7,,,,GRPTOFOR,GFORVIEW,What are the cultural views about forest,98,,G1,U6,RU4,,
723,,,722,Other (describe),GRPTOFOR,GVIEWOTH,Describe other cultural views of the individuals in this user group about this forest,,,G1,,,,
724,7,,,,GRPTOFOR,GVIEWDESC,Describe how cultural views affect use of forest,,,G1a,U6,,,
738,,8,,,PRODUCT,RNAME,Name of forest product,,,Top,,,,
739,,8,,,PRODUCT,RSPECIES,Name of forest product species,,,Top,,,,
740,,8,,,PRODUCT,FK_GRPTOFOR,Forest and Group,,,Top,,,,
7401,,8,,,FOREST,FNAME,Forest name,,,Top,,,,
7402,,8,,,USERGRP,UNAME,User group name,,,Top,,,,
741,,8,,,PRODUCT,RCONSUMPTIVE,Is this a consumptive (extracted) product?,4,,Top,,,,
742,8,,,,PRODUCT,RORIGIN,What is the most important source of the product rules described on Form R?,99,,A1,GS5,U6,,
743,,,742,Other (describe),PRODUCT,RORIGINOTH,Other origin of rules,,,A1,,,,
744,8,,,,PRODUCT,RINUSE,Are the rules-in-use similar to rules recognized as law for this product?,100,,A2,GS1,GS5,,
745,8,,,,PRODUCT,RHISTCHNG,"Any major changes in rules since last visit, and if so, what were they?",,,B0,O1,GS5,,
746,8,,,,PRODUCT,RLEGCLAIM,Nature of group's current legal claim to harvesting/using of forest product,101,,B1,GS4,,,
747,8,,,,PRODUCT,RLEGDESC,Describe group's legal claim to forest product,,,B1a,GS4,,,
748,8,,,,PRODUCT,RUSED,How is this product used by individuals in this group,102,,B2,U3,RU4,,
749,8,,,,PRODUCT,RSUBSISTENCE,What percent of product is used for subsistence of individuals and their animals,,,B3a,U3,U8,,
750,8,,,,PRODUCT,RSOLDSETTLE,What percent of product is sold in a market held in the settlement area?,,,B3b,U3,RU4,U8,
751,8,,,,PRODUCT,RSOLDMARKET,What percent of product is sold in an external market?,,,B3c,U3,RU4,U8,
752,8,,,,PRODUCT,RFARMING,What percent of product is used as input to farming systems?,,,B3d,U3,U8,,
753,8,,,,PRODUCT,RNONCONSUM,What percent of product is used for nonconsumptive purposes?,,,B3e,U3,U8,,
754,8,,,,PRODUCT,RAVAIL,How long is product available for harvesting?,103,,B4,RU7,RU2,,
755,8,,,,PRODUCT,RWHENHARV,When is the product actually harvested?,103,,B5,I1,RU7,RU2,
756,8,,,,PRODUCT,RCONSTSEAS,"If available year round, the quantity of the product available",104,,B6,RU7,RU2,,
757,8,,,,PRODUCT,RVARY,If the quantity of available product varies dramatically from season to season,105,,B6a,RU7,RU2,,
758,8,,,,PRODUCT,RMONTH,If product availability varies which month is it most available?,106,,B6b,RU7,RU2,,
759,8,,,,PRODUCT,RPREDICT,"If NOT available all year, the beginning of the season predicted within",107,,B7,RU7,RS7,,
760,8,,,,PRODUCT,RCONSTYEAR,How does the quantity of product available for harvest vary from year to year?,108,,B8,RU7,RS7,,
761,,8,,,PRODUCT,RUNIT,What is the unit used to measure the qty of this product taken from forest?,,,B9,,,,
762,,8,,,PRODUCT,RCONV,"Can this unit be converted to std metric unit for weight, area, length, or vol?",4,,B9a,,,,
763,,8,,,PRODUCT,RCONVHOW,"If yes, how?",,,B9b,,,,
764,8,,,,PRODUCT,RVALSETTLE,Monetary value for a unit in the settlement area,,local currency,B10,RU4,,,
765,8,,,,PRODUCT,RVALMARKET,Monetary value for a unit in the nearest market,,local currency,B10,RU4,,,
766,8,,,,PRODUCT,RVALWALK,Monetary value of a unit in a market to which one can walk in a day,,local currency,B10,RU4,,,
767,8,,,,PRODUCT,RAMTYEARA,How many total units were harvested last year by the entire group?,,,B11,I1,U3,,
768,8,,,,PRODUCT,RAMTYEARB,How many total units were harvested the year before by the entire group?,,,B11,I1,U3,,
769,8,,,,PRODUCT,RAMTYEARC,How many total units were harvested the year before that by the entire group?,,,B11,I1,U3,,
770,8,,,,PRODUCT,RQTYLEAST,Smallest quantity of units harvested by any household in the user group,,,B12,I1,O1,,
771,8,,,,PRODUCT,RHHLEAST,How many households harvested this quantity of units?,,,B12a,I1,O1,,
772,8,,,,PRODUCT,RQTYMOST,Greatest quantity of units harvested by any household in the user group,,,B13,I1,O1,,
773,8,,,,PRODUCT,RHHMOST,How many households harvested this quantity of units?,,,B13a,I1,O1,,
774,8,,,,PRODUCT,RFILTERSUBS,Is there a substitute for this product?,4,,B14,RU3,U8,,
775,8,,,,PRODUCT,RSUBST,What is(are) the closest substitute(s) for this forest product,,,B14a,RU3,,,
776,8,,,,PRODUCT,RFOREST,Is the most easily obtained substitute available in the forest?,4,,B14b,RU3,,,
777,8,,,,PRODUCT,ROTHCOMM,Is the most easily obtained substitute available in another community's forest?,4,,B14b,RU3,O3,,
778,8,,,,PRODUCT,RGOVFOR,Is the most easily obtained substitute available in a government forest?,4,,B14b,RU3,O3,,
779,8,,,,PRODUCT,RAGROFOR,Is the most easily obtained substitute available through agroforestry prod?,4,,B14b,RU3,O3,,
780,8,,,,PRODUCT,RAGRIPRO,Is the most easily obtained substitute available through agricultural prod?,4,,B14b,RU3,O3,,
781,8,,,,PRODUCT,RLOCALMKT,Is the most easily obtained substitute available in local markets?,4,,B14b,RU3,,,
782,8,,,,PRODUCT,REXTERMKT,Is the most easily obtained substitute available in external markets?,4,,B14b,RU3,,,
783,8,,,,PRODUCT,RSUBSTCOST,How costly is the most easily available substitute?,109,,B15,RU4,O1,,
784,8,,,,PRODUCT,RTECHDESC,"Describe the technology used by individuals, and their methods of harvesting",,,C1,U9,,,
785,8,,,,PRODUCT,RTECHPRIME,The primary source of technology is,110,,C2,U9,,,
786,8,,,,PRODUCT,RFINDTOOL_,Where can individuals find tools used in this technology?,111,,C3,U9,,,
787,,,786,Other,PRODUCT,RFINDOTH,Describe Other?,,,C3,,,,
788,8,,,,PRODUCT,RTOOLLIMIT,Do tools help limit the quantity of forest product harvested?,112,,C4,U9,,,
789,8,,,,PRODUCT,RDIFFTECH,Are different technologies used to harvest products from the forest?,4,,C5,U9,O1,,
790,8,,,,PRODUCT,RDIFFDESC,Describe different technologies and the reason for their use,,,C5a,U9,,,
791,8,,,,PRODUCT,RCHNGETECH,Have individuals changed their tech of harvesting within the last five years?,4,,C6,U9,,,
792,8,,,,PRODUCT,RCHNGEDESC,Describe change in technology,,,C6a,U9,,,
793,8,,,,PRODUCT,RCONSUPP,Is there a presence of price supports?,4,,C7,RU4,,,
794,8,,,,PRODUCT,RCONDESC,Describe types of contracts or agreements used,,,C7a,RU4,,,
795,8,,,,PRODUCT,RRULEEXIST,"Do harvesting, processing, or selling rules exist?",4,,D1,GS8,GS5,,
796,8,,,,PRODUCT,RQUANTITY,Are there restrictions on the qty of forest products that can be harvested?,4,,D2,GS8,O2,,
797,8,,,,PRODUCT,RDETERMINE,How quantity to be harvested is determined,113,,D2a,GS8,GS5,,
798,,,797,Other,PRODUCT,RDETEROTH,Describe other,,,D2a,,,,
799,8,,,,PRODUCT,RDISTUSER,How quantity is distributed among users,114,,D2b,O1,,,
800,8,,,,PRODUCT,RRESTRICT_,"If there are harvesting restrictions, can rights to a particular quantity be",115,,D2c,GS4,,,
801,8,,,,PRODUCT,RRESQTY10,Have restrictions on qty harvested changed over last 10 years?,4,,D3,O2,,,
802,8,,,,PRODUCT,RQTYHOW10,"If yes, how have restrictions on qty harvested changed in the last 10 years",,,D3a,U3,,,
803,8,,,,PRODUCT,RLOCATION,Restrictions on location of harvesting within the forest,116,,D4,GS8,,,
804,8,,,,PRODUCT,RLOC10,Has location restriction changed in the last 10 years?,4,,D4,GS8,O2,,
805,8,,,,PRODUCT,RTYPETECH,Restrictions on use of technology,116,,D4,U9,,,
806,8,,,,PRODUCT,RTYPE10,Has technology restriction changed in last 10 years?,4,,D4,U9,O2,,
807,8,,,,PRODUCT,RTIMING,Restrictions on time period of harvest,116,,D4,GS8,RU7,,
808,8,,,,PRODUCT,RTIMING10,Has time period restriction changed in last 10 years?,4,,D4,GS8,RU7,,
809,8,,,,PRODUCT,RCHARACTER,Restrictions on characteristics of product,116,,D4,GS8,RU6,,
810,8,,,,PRODUCT,RCHAR10,Have characteristics of product restriction changed in last 10 years?,4,,D4,GS8,RU6,O2,
811,8,,,,PRODUCT,RTRANSPORT,Restriction of transport of product,116,,D4,GS8,RU1,,
812,8,,,,PRODUCT,RTRANS10,Has transportation restriction of product changed in last 10 years?,4,,D4,GS8,RU1,O2,
813,8,,,,PRODUCT,RINDIV,Restrictions on rights of individuals to harvest alone,116,,D4,GS8,I1,,
814,8,,,,PRODUCT,RINDIV10,Has restriction of individuals harvesting changed in last 10 years?,4,,D4,GS8,I1,O2,
815,8,,,,PRODUCT,RPROCESS,Restrictions on processing of product,116,,D4,GS8,,,
816,8,,,,PRODUCT,RPROC10,Has processing of product changed in the last 10 years?,4,,D4,GS8,O2,,
817,8,,,,PRODUCT,RSELLPROD,Restrictions on sale of product,116,,D4,GS8,,,
818,8,,,,PRODUCT,RSELLPRO10,Have sales restrictions changed in last 10 years?,4,,D4,GS8,O2,,
819,8,,,,PRODUCT,RSELLRIGHT,Restrictions on sale of harvesting rights,116,,D4,GS8,GS4,,
820,8,,,,PRODUCT,RSELLRIG10,Has sale of harvesting rights changed in last 10 years,4,,D4,GS8,GS4,O2,
821,8,,,,PRODUCT,RRESOTHER,Describe any other restrictions,116,,D4,GS8,,,
822,8,,,,PRODUCT,RRESOTH10,Other harvesting restrictions changed in last 10 years?,4,,D4,GS8,O2,,
823,8,,,,PRODUCT,RRESDESC,Description of restrictions,,,D4,GS8,,,
824,8,,,,PRODUCT,RRESHOW10,How have restrictions changed in the last 10 years?,,,D4,GS8,,,
825,8,,,,PRODUCT,ROBEYRULES,Frequency of rule-following behavior,117,,D5,GS8,,,
830,8,,,,PRODUCT,RPEN1_,What penalties are imposed if users break harvesting rule for the first time?,118,,F1,GS8,,,
831,,,830,Other (describe),PRODUCT,RPEN1OTH,Other,,,F1,,,,
832,8,,,,PRODUCT,RPEN2_,What penalties are imposed if users break harvesting rule for the second time?,118,,F2,GS8,,,
833,,,832,Other (describe),PRODUCT,RPEN2OTH,Other,,,F2,,,,
834,8,,,,PRODUCT,RPEN3_,What penalties are imposed if users break harvesting rule many times?,118,,F3,GS8,,,
835,,,834,Other (describe),PRODUCT,RPEN3OTH,Other,,,F3,,,,
836,8,,,,PRODUCT,RDECIDE,Who decides penalty?,119,,F4,GS8,I3,U5,
837,8,,,,PRODUCT,RFILTERFINE,Is a fine imposed?,4,,F5,GS8,GS5,,
838,8,,,,PRODUCT,RCOLLECT,"If yes, who collects fine?",120,,F5a,GS8,GS5,U5,
839,8,,,,PRODUCT,RFINEUSED,How is fine used?,121,,F5b,GS8,GS5,,
840,8,,,,PRODUCT,RCOMPLY,Extent of compliance with penalties,122,,F6,O1,,,
841,8,,,,PRODUCT,RRECTYPE,Records kept about penalties and compliance,123,,F7,I2,,,
842,,,841,Other (describe),PRODUCT,RRECOTH,Other types of records,,,F7,,,,
843,8,,,,PRODUCT,RACCESS,Records accessible to all individuals in the user group,4,,F7a,I2,,,
844,8,,,,PRODUCT,RALTERN_,What are alternatives for authority on users who do not pay fines?,124,,F8,GS8,GS5,,
845,,,844,Other (describe),PRODUCT,RALTERNOTH,Other alternatives,,,F8,,,,
846,,,844,Taking user to court,PRODUCT,RCOURTS,Describe any court cases and action taken,,,F8a,,,,
847,8,,,,PRODUCT,RRESTORE,Describe how users can restore rights,,,F9,GS4,GS8,,
848,8,,,,PRODUCT,REXTENF,External government officials needed to enforce penalties,4,,F10,GS1,,,
849,,,848,Yes,PRODUCT,REXTDESC,Describe incidents involving external officers,,,F10a,,,,
850,8,,,,PRODUCT,ROUTENF,External officials need to enforce penalties against outsiders,4,,F11,GS1,,,
851,,,850,Yes,PRODUCT,ROUTDESC,Describe incident involving outsider and officials,,,F11a,,,,
852,8,,,,PRODUCT,RBRIBES,"During past two years, government officials accept commodities or currency",4,,F12,GS1,O1,,
853,,,852,Yes,PRODUCT,RBRIBEDESC,Describe official behavior,,,F12a,,,,
854,8,,,,PRODUCT,RPRODRANK,Please rank this product in its order of importance,,,G1,RU4,U8,,
855,,8,,,PRODUCT,RPRODTYPE,Select consump. prod. harvested or non-consump. good,125,,G2,,,,
856,8,,,,PRODUCT,RPRODSECT,Section of consump. prod. harvested or non-consump. good,126,,G3,RU5,,,
857,8,,,,PRODUCT,RPRODWHY,Why is it important?,,,G4,RU4,U8,,
858,8,,,,PRODUCT,RPRODOWN,Who owns rights to harvest this product?,,,G5,GS4,U1,,
859,,,858,,PRODUCT,RPRODSEX,Gender of private owner,127,,G6,,,,
860,8,,,,PRODUCT,RFUELWOODUSE,"If this product is used as fuelwood, MOST households use it",128,,G7,I1,U8,U3,
861,8,,,,PRODUCT,RCHARCOALUSE,"If this product is used as charcoal, MOST households use it",128,,G8,I1,U8,U3,
862,8,,,,PRODUCT,RHOUSINGUSE,"If this product is used as housing, MOST households use it",128,,G9,I1,U8,U3,
863,8,,,,PRODUCT,RFENCINGUSE,"If this product is used as fencing, MOST households use it",128,,G10,I1,U8,U3,
864,8,,,,PRODUCT,RFURNITUREUSE,"If this product is used as furniture, MOST households use it",128,,G11,I1,U8,U3,
865,8,,,,PRODUCT,RTOOLSTOYSUSE,"If this product is used as tools or toys, MOST households use it",128,,G12,I1,U8,U3,
866,8,,,,PRODUCT,RMANUREUSE,"If this product is used as manure, MOST households use it",128,,G13,I1,U8,U3,
867,8,,,,PRODUCT,RFOODUSE,"If this product is used as food, MOST households use it",128,,G14,I1,U8,U3,
868,8,,,,PRODUCT,RFODDERUSE,"If this product is used as fodder, MOST households use it",128,,G15,I1,U8,U3,
869,8,,,,PRODUCT,RCLOTHINGUSE,"If this product is used as clothing, MOST households use it",128,,G16,I1,U8,U3,
870,8,,,,PRODUCT,RMEDICINEUSE,"If this product is used as medicine, MOST households use it",128,,G17,I1,U8,U3,
871,8,,,,PRODUCT,RHANDICRAFTUSE,"If this product is used as handicrafts, MOST households use it",128,,G18,I1,U8,U3,
872,8,,,,PRODUCT,ROTHERUSE,"If this product has other uses, MOST households use it",128,,G19,I1,U8,U3,
826,81,,,,R_INFRCT,R_KIND,"If there are infractions, what are the infractions",,,SUB,GS8,O1,,
827,81,,,,R_INFRCT,R_TIME,"If there are infractions, when do infractions take place (Time)",,,SUB,GS8,O1,,
828,81,,,,R_INFRCT,R_SEASON,"If there are infractions, when do infractions take place (Season)",,,SUB,GS8,O1,,
829,81,,,,R_INFRCT,R_REASONS,"If there are infractions, what are the reasons",,,SUB,GS8,O1,,
886,,9,,,GOVERN,VNAME,Organization Name,,,TOP,,,,
887,,9,,,GOVERN,ID,Forest Name(s),,,TOP,,,,
888,,9,,,GOVERN,VCODED,Previously coded?,3,,TOP,,,,
889,9,,,,GOVERN,VORGDESC,Briefly describe this organization,,,A1,GS1,GS2,,
890,9,,,,GOVERN,VYEARS,Number of years with present structure,,,A2,GS1,GS2,,
891,9,,,,GOVERN,VTERJURI,What is the relationship of the territorial jurisdiction of the organization to that of the smallest general-purpose government or administrative unit,129,,A3,GS3,,,
896,9,,,,GOVERN,VHISTCHNG,What are the major changes in the governance since last visit,,,B0,O1,,,
897,9,,,,GOVERN,VSEEDS1_,Planted seeds during past year,59,,B1,I5,,,
898,9,,,,GOVERN,VSEEDS5_,Planted seeds during past five years,59,,B1,I5,,,
899,9,,,,GOVERN,VMAINT1_,Maintenance during past year,59,,B1,I5,,,
900,9,,,,GOVERN,VMAINT5_,Maintenance during past five years,59,,B1,I5,,,
901,9,,,,GOVERN,VDIST1_,Distributed products to local users during past year,59,,B1,O1,O2,,
902,9,,,,GOVERN,VDIST5_,Distributed products to local users during past five years,59,,B1,O1,O2,,
903,9,,,,GOVERN,VSELL1_,Sold forest products during past year,59,,B1,O1,O2,,
904,9,,,,GOVERN,VSELL5_,Sold forest products during past five years,59,,B1,O1,O2,,
905,9,,,,GOVERN,VREVENUE1_,Dist revenue from forest products sale during past year,59,,B1,O1,,,
906,9,,,,GOVERN,VREVENUE5_,Dist revenue from forest products sale during past five years,59,,B1,O1,,,
907,9,,,,GOVERN,VTIMING1_,Determined time of harvest during past year,59,,B1,GS5,I1,,
908,9,,,,GOVERN,VTIMING5_,Determined time of harvest during past five years,59,,B1,GS5,I1,,
909,9,,,,GOVERN,VQUANT1_,Determined quantity harvested during past year,59,,B1,GS5,I1,,
910,9,,,,GOVERN,VQUANT5_,Determined quantity harvested during past five years,59,,B1,GS5,I1,,
911,9,,,,GOVERN,VTYPTECH1_,Determined type of technology for harvest during past year,59,,B1,U9,GS5,,
912,9,,,,GOVERN,VTYPTECH5_,Determined type of technology for harvest during past five years,59,,B1,U9,GS5,,
913,9,,,,GOVERN,VWHOAUTH1_,Determine who is authorized to harvest during past year,59,,B1,GS5,O1,I1,
914,9,,,,GOVERN,VWHOAUTH5_,Determine who is authorized to harvest during past five years,59,,B1,GS5,O1,I1,
915,9,,,,GOVERN,VTYPEUSE1_,Determine type of use that can be made of forest products (including religious uses) during past year,59,,B1,GS5,,,
916,9,,,,GOVERN,VTYPEUSE5_,Determine type of use that can be made of forest products (including religious uses) during past five years,59,,B1,GS5,,,
917,9,,,,GOVERN,VRIGHTS1_,Sold or traded rights to harvest during past year,59,,B1,GS4,,,
918,9,,,,GOVERN,VRIGHTS5_,Sold or traded rights to harvest during past five years,59,,B1,GS4,,,
919,9,,,,GOVERN,VRENT1_,Rented non-transferable rights to harvest during past year,59,,B1,GS4,,,
920,9,,,,GOVERN,VRENT5_,Rented non-transferable rights to harvest during past five years,59,,B1,GS4,,,
921,9,,,,GOVERN,VMONCOND1_,Monitored forest conditions during past year,59,,B1,GS8,,,
922,9,,,,GOVERN,VMONCOND5_,Monitored forest conditions during past five years,59,,B1,GS8,,,
923,9,,,,GOVERN,VMONRULE1_,Monitored conformance to rules during past year,59,,B1,GS8,,,
924,9,,,,GOVERN,VMONRULE5_,Monitored conformance to rules during past five years,59,,B1,GS8,,,
925,9,,,,GOVERN,VSANCT1_,Sanctioned rule breakers during past year,59,,B1,GS8,,,
926,9,,,,GOVERN,VSANCT5_,Sanctioned rule breakers during past five years,59,,B1,GS8,,,
927,9,,,,GOVERN,VDISPUTE1_,Arbitraded disputes among users during past year,59,,B1,I4,,,
928,9,,,,GOVERN,VDISPUTE5_,Arbitraded disputes among users during past five years,59,,B1,I4,,,
929,9,,,,GOVERN,VINTER1_,Interacted with higher authority during past year,59,,B1,GS3,I6,,
930,9,,,,GOVERN,VINTER5_,Interacted with higher authority during past five years,59,,B1,GS3,I6,,
931,9,,,,GOVERN,VRULECONFL,Describe conflicts between the rules created by this org and any forest assoc,,,B2,GS3,I4,,
932,9,,,,GOVERN,VCONFLMECH,Are any mechanisms available for resolving these conflicts?,,,B2a,GS3,I4,I3,
933,9,,,,GOVERN,VCONFLRES,How do internal conflicts get resolved?,,,B3,I4,I3,,
934,9,,,,GOVERN,VEXPRESS_,How do members or user groups express their needs and concerns?,131,,B4,I3,,,
935,,,934,Other (describe),GOVERN,VEXPRESOTH,Other ways,,,B4,,,,
936,9,,,,GOVERN,VFUNCTION,How does this org carry out the functions assigned to it?,132,,B5,GS5,,,
937,,,936,Other (describe),GOVERN,VFUNCTOTH,Other ways,,,B5,,,,
